x,y,z,bx,by,bz
-10.0,-8.620689655172413,4.482758620689657,1.210595315284128,-1.3380264011035103,0.12743108581938195
-10.0,-8.620689655172413,5.172413793103449,1.1461091965878085,-1.2607201162465895,0.11461091965878094
-10.0,-8.620689655172413,5.862068965517242,1.0868104604035773,-1.1903162185372518,0.10350575813367412
-10.0,-8.620689655172413,6.551724137931036,1.0320590117426593,-1.1258825582647196,0.09382354652206003
-10.0,-8.620689655172413,7.241379310344829,0.981317921383707,-1.0666499145475075,0.08533199316380068
-10.0,-8.620689655172413,7.931034482758622,0.9341341980615164,-1.0119787145666426,0.07784451650512642
-10.0,-8.620689655172413,8.620689655172415,0.8901236079425252,-0.9613334965779271,0.07120988863540206
-10.0,-8.620689655172413,9.310344827586208,0.8489585870540359,-0.9142630937505004,0.06530450669646434
-10.0,-8.620689655172413,10.0,0.8103585378381702,-0.870385096196553,0.06002655835838302
-10.0,-7.931034482758621,-10.0,-9.666578508216599,0.0,9.666578508216599
-10.0,-7.931034482758621,-9.310344827586206,-8.920646326720236,-4.460323163360124,13.380969490080357
-10.0,-7.931034482758621,-8.620689655172413,-4.488507302533862,-8.977014605067744,13.465521907601605
-10.0,-7.931034482758621,-7.931034482758621,0.0,-10.176814430825969,10.176814430825969
-10.0,-7.931034482758621,-7.241379310344827,2.347150085116313,-9.388600340465246,7.0414502553489315
-10.0,-7.931034482758621,-6.551724137931034,3.1908322312384447,-7.977080578096107,4.786248346857662
-10.0,-7.931034482758621,-5.862068965517241,3.3274818620593813,-6.65496372411876,3.3274818620593796
-10.0,-7.931034482758621,-5.172413793103448,3.199586132968636,-5.599275732695112,2.399689599726477
-10.0,-7.931034482758621,-4.482758620689655,2.986843552024742,-4.77894968323959,1.7921061312148456
-10.0,-7.931034482758621,-3.7931034482758617,2.7587955939034754,-4.138193390855212,1.3793977969517373
-10.0,-7.931034482758621,-3.1034482758620685,2.5415423597593603,-3.6307747996562285,1.0892324398968685
-10.0,-7.931034482758621,-2.4137931034482754,2.3435466049727935,-3.2223765818375902,0.8788299768647974
-10.0,-7.931034482758621,-1.7241379310344822,2.166242269364716,-2.8883230258196213,0.7220807564549051
-10.0,-7.931034482758621,-1.034482758620689,2.008405171673852,-2.6109267231760085,0.6025215515021554
-10.0,-7.931034482758621,-0.3448275862068959,1.8679504368112496,-2.3773914650324985,0.5094410282212496
-10.0,-7.931034482758621,0.34482758620689724,1.742664972897715,-2.1783312161221446,0.4356662432244287
-10.0,-7.931034482758621,1.0344827586206904,1.6304900197632783,-2.006756947400958,0.3762669276376795
-10.0,-7.931034482758621,1.7241379310344835,1.5296120759136946,-1.8573860921809147,0.3277740162672202
-10.0,-7.931034482758621,2.4137931034482767,1.4384737993229901,-1.7261685591875884,0.28769475986459797
-10.0,-7.931034482758621,3.10344827586207,1.355753744473386,-1.6099575715621455,0.25420382708875977
-10.0,-7.931034482758621,3.793103448275863,1.2803362662588316,-1.5062779603045078,0.22594169404567607
-10.0,-7.931034482758621,4.482758620689657,1.2112806362846706,-1.4131607423321153,0.201880106047445
-10.0,-7.931034482758621,5.172413793103449,1.1477929005949443,-1.3290233585836198,0.18123045798867543
-10.0,-7.931034482758621,5.862068965517242,1.0892015548683005,-1.2525817880985457,0.1633802332302451
-10.0,-7.931034482758621,6.551724137931036,1.034937062805973,-1.1827852146353979,0.14784815182942473
-10.0,-7.931034482758621,7.241379310344829,0.9845148356378092,-1.1187668586793287,0.13425202304151942
-10.0,-7.931034482758621,7.931034482758622,0.9375211724469724,-1.059806542766143,0.12228537031917032
-10.0,-7.931034482758621,8.620689655172415,0.8936016674438001,-1.0053018758742753,0.11170020843047501
-10.0,-7.931034482758621,9.310344827586208,0.852451644701528,-0.9547458420657114,0.10229419736418337
-10.0,-7.931034482758621,10.0,0.8138082482904889,-0.9077092000163144,0.09390095172582563
-10.0,-7.241379310344827,-10.0,-7.140151218555086,0.0,7.140151218555086
-10.0,-7.241379310344827,-9.310344827586206,-6.880023647030857,-2.293341215676955,9.17336486270781
-10.0,-7.241379310344827,-8.620689655172413,-5.040997057021955,-5.040997057021962,10.081994114043917
-10.0,-7.241379310344827,-7.931034482758621,-2.347150085116313,-7.0414502553489315,9.388600340465246
-10.0,-7.241379310344827,-7.241379310344827,0.0,-7.660286206515711,7.660286206515711
-10.0,-7.241379310344827,-6.551724137931034,1.4502806461943283,-7.251403230971633,5.801122584777309
-10.0,-7.241379310344827,-5.862068965517241,2.156600554014935,-6.469801662044807,4.31320110802987
-10.0,-7.241379310344827,-5.172413793103448,2.4260205976421987,-5.660714727831798,3.234694130189598
-10.0,-7.241379310344827,-4.482758620689655,2.4701484845249624,-4.940296969049925,2.4701484845249624
-10.0,-7.241379310344827,-3.7931034482758617,2.4068832223857246,-4.332389800294305,1.92550657790858
-10.0,-7.241379310344827,-3.1034482758620685,2.296824570658798,-3.828040951097997,1.531216380439199
-10.0,-7.241379310344827,-2.4137931034482754,2.1700352841280153,-3.410055446486882,1.2400201623588665
-10.0,-7.241379310344827,-1.7241379310344822,2.041106589003768,-3.0616598835056528,1.020553294501884
-10.0,-7.241379310344827,-1.034482758620689,1.916854302659802,-2.768789548286381,0.8519352456265785
-10.0,-7.241379310344827,-0.3448275862068959,1.8001844231134945,-2.5202581923588925,0.720073769245398
-10.0,-7.241379310344827,0.34482758620689724,1.692046510058568,-2.3073361500798657,0.6152896400212973
-10.0,-7.241379310344827,1.0344827586206904,1.59243004523986,-2.123240060319813,0.5308100150799533
-10.0,-7.241379310344827,1.7241379310344835,1.5008766204907784,-1.9626848114110176,0.4618081909202394
-10.0,-7.241379310344827,2.4137931034482767,1.4167437129132725,-1.8215276308884933,0.40478391797522073
-10.0,-7.241379310344827,3.10344827586207,1.33933923461579,-1.696496363846667,0.3571571292308773
-10.0,-7.241379310344827,3.793103448275863,1.2679881560633322,-1.5849851950791654,0.3169970390158331
-10.0,-7.241379310344827,4.482758620689657,1.202063261363178,-1.4849016758015727,0.2828384144383948
-10.0,-7.241379310344827,5.172413793103449,1.1409970420015052,-1.3945519402240625,0.2535548982225567
-10.0,-7.241379310344827,5.862068965517242,1.08428384635823,-1.3125541298020678,0.22827028344383793
-10.0,-7.241379310344827,6.551724137931036,1.0314772001038466,-1.2377726401246163,0.20629544002076938
-10.0,-7.241379310344827,7.241379310344829,0.9821849439842087,-1.1692677904573914,0.18708284647318266
-10.0,-7.241379310344827,7.931034482758622,0.9360635984810115,-1.1062569800230135,0.17019338154200203
-10.0,-7.241379310344827,8.620689655172415,0.8928126864691899,-1.0480844580290487,0.1552717715598591
-10.0,-7.241379310344827,9.310344827586208,0.8521693729378556,-0.9941976017608313,0.1420282288229759
-10.0,-7.241379310344827,10.0,0.8139035783076743,-0.9441281508369023,0.1302245725292279
-10.0,-6.551724137931034,-10.0,-5.6049835981153775,0.0,5.6049835981153775
-10.0,-6.551724137931034,-9.310344827586206,-5.552295165663022,-1.388073791415756,6.940368957078776
-10.0,-6.551724137931034,-8.620689655172413,-4.717175336112655,-3.1447835574084384,7.861958893521094
-10.0,-6.551724137931034,-7.931034482758621,-3.1908322312384447,-4.786248346857662,7.977080578096106
-10.0,-6.551724137931034,-7.241379310344827,-1.4502806461943283,-5.801122584777309,7.251403230971633
-10.0,-6.551724137931034,-6.551724137931034,0.0,-6.081376241976252,6.081376241976252
-10.0,-6.551724137931034,-5.862068965517241,0.9767164008138719,-5.860298404883236,4.883582004069362
-10.0,-6.551724137931034,-5.172413793103448,1.5432576148132346,-5.4014016518463235,3.8581440370330893
-10.0,-6.551724137931034,-4.482758620689655,1.8289880575899906,-4.877301486906644,3.048313429316653
-10.0,-6.551724137931034,-3.7931034482758617,1.943417986054891,-4.372690468623507,2.429272482568615
-10.0,-6.551724137931034,-3.1034482758620685,1.9596147832847377,-3.9192295665694763,1.9596147832847381
-10.0,-6.551724137931034,-2.4137931034482754,1.9219434809301554,-3.523563048371953,1.6016195674417968
-10.0,-6.551724137931034,-1.7241379310344822,1.8562901965550727,-3.182211765522982,1.3259215689679096
-10.0,-6.551724137931034,-1.034482758620689,1.7774726760916797,-2.888393098648979,1.1109204225572997
-10.0,-6.551724137931034,-0.3448275862068959,1.6938619790521507,-2.6348964118589016,0.9410344328067506
-10.0,-6.551724137931034,0.34482758620689724,1.6101075401097307,-2.4151613101645957,0.8050537700548656
-10.0,-6.551724137931034,1.0344827586206904,1.5287128394835152,-2.223582311976022,0.6948694724925069
-10.0,-6.551724137931034,1.7241379310344835,1.4509440044865478,-2.0555040063559433,0.604560001869395
-10.0,-6.551724137931034,2.4137931034482767,1.3773560082612304,-1.9071083191309344,0.5297523108697041
-10.0,-6.551724137931034,3.10344827586207,1.3080993779945636,-1.775277727278336,0.4671783492837728
-10.0,-6.551724137931034,3.793103448275863,1.2431000169710742,-1.6574666892947658,0.4143666723236916
-10.0,-6.551724137931034,4.482758620689657,1.1821649800177891,-1.5515915362733483,0.36942655625555915
-10.0,-6.551724137931034,5.172413793103449,1.1250446177018532,-1.455940093496516,0.33089547579466266
-10.0,-6.551724137931034,5.862068965517242,1.0714687881280462,-1.3690990070525035,0.29763021892445735
-10.0,-6.551724137931034,6.551724137931036,1.021167552769239,-1.2898958561295655,0.26872830336032616
-10.0,-6.551724137931034,7.241379310344829,0.9738825536207979,-1.2173531920259977,0.2434706384051995
-10.0,-6.551724137931034,7.931034482758622,0.9293727948858729,-1.1506520317634614,0.22127923687758883
-10.0,-6.551724137931034,8.620689655172415,0.8874170844720223,-1.0891027854883912,0.20168570101636876
-10.0,-6.551724137931034,9.310344827586208,0.8478145100549729,-1.0321220122408366,0.18430750218586373
-10.0,-6.551724137931034,10.0,0.8103837910807575,-0.9792137475559155,0.16882995647515783
-10.0,-5.862068965517241,-10.0,-4.609204582510474,0.0,4.609204582510474
-10.0,-5.862068965517241,-9.310344827586206,-4.630723470398316,-0.9261446940796639,5.556868164477982
-10.0,-5.862068965517241,-8.620689655172413,-4.209741193867254,-2.1048705969336288,6.3146117908008845
-10.0,-5.862068965517241,-7.931034482758621,-3.327481862059381,-3.327481862059379,6.65496372411876
-10.0,-5.862068965517241,-7.241379310344827,-2.156600554014935,-4.31320110802987,6.469801662044807
-10.0,-5.862068965517241,-6.551724137931034,-0.9767164008138719,-4.883582004069362,5.860298404883236
-10.0,-5.862068965517241,-5.862068965517241,0.0,-5.042198514336269,5.042198514336269
-10.0,-5.862068965517241,-5.172413793103448,0.7011174826914864,-4.907822378840409,4.206704896148922
-10.0,-5.862068965517241,-4.482758620689655,1.1535473001141272,-4.614189200456508,3.46064190034238
-10.0,-5.862068965517241,-3.7931034482758617,1.4193064374207662,-4.257919312262298,2.838612874841532
-10.0,-5.862068965517241,-3.1034482758620685,1.5578605375941927,-3.8946513439854815,2.336790806391288
-10.0,-5.862068965517241,-2.4137931034482754,1.6143598117199598,-3.551591585783912,1.937231774063952
-10.0,-5.862068965517241,-1.7241379310344822,1.6197719013722893,-3.2395438027445786,1.6197719013722893
-10.0,-5.862068965517241,-1.034482758620689,1.5943161951842035,-2.960872933913521,1.366556738729317
-10.0,-5.862068965517241,-0.3448275862068959,1.5508755370633405,-2.714032189860846,1.1631566527975057
-10.0,-5.862068965517241,0.34482758620689724,1.4975530436227054,-2.4959217393711755,0.9983686957484701
-10.0,-5.862068965517241,1.0344827586206904,1.4394013511920039,-2.303042161907205,0.8636408107152023
-10.0,-5.862068965517241,1.7241379310344835,1.379541854369679,-2.132019229480413,0.7524773751107341
-10.0,-5.862068965517241,2.4137931034482767,1.3198759002490212,-1.9798138503735327,0.6599379501245106
-10.0,-5.862068965517241,3.10344827586207,1.261534073458928,-1.8437805689015099,0.5822464954425822
-10.0,-5.862068965517241,3.793103448275863,1.2051601764809687,-1.7216573949728124,0.5164972184918435
-10.0,-5.862068965517241,4.482758620689657,1.1510913568737995,-1.6115278996233195,0.4604365427495199
-10.0,-5.862068965517241,5.172413793103449,1.099472872951211,-1.5117752003079148,0.41230232735670413
-10.0,-5.862068965517241,5.862068965517242,1.050331514907575,-1.4210367554631897,0.37070524055561455
-10.0,-5.862068965517241,6.551724137931036,1.0036227012266747,-1.338163601635566,0.3345409004088915
-10.0,-5.862068965517241,7.241379310344829,0.9592606962770618,-1.2621851266803445,0.30292443040328265
-10.0,-5.862068965517241,7.931034482758622,0.9171379331725676,-1.192279313124338,0.2751413799517703
-10.0,-5.862068965517241,8.620689655172415,0.8771372636354572,-1.1277479103884447,0.2506106467529878
-10.0,-5.862068965517241,9.310344827586208,0.8391395959072078,-1.0679958493364459,0.22885625342923843
-10.0,-5.862068965517241,10.0,0.8030285184294398,-1.0125142188892937,0.20948570045985387
-10.0,-5.172413793103448,-10.0,-3.9097036237555853,0.0,3.9097036237555853
-10.0,-5.172413793103448,-9.310344827586206,-3.9544128413292654,-0.6590688068882115,4.613481648217476
-10.0,-5.172413793103448,-8.620689655172413,-3.728183698609493,-1.4912734794437987,5.219457178053293
-10.0,-5.172413793103448,-7.931034482758621,-3.199586132968636,-2.399689599726477,5.599275732695112
-10.0,-5.172413793103448,-7.241379310344827,-2.4260205976421987,-3.234694130189598,5.660714727831798
-10.0,-5.172413793103448,-6.551724137931034,-1.5432576148132346,-3.8581440370330893,5.401401651846323
-10.0,-5.172413793103448,-5.862068965517241,-0.7011174826914864,-4.206704896148922,4.907822378840409
-10.0,-5.172413793103448,-5.172413793103448,0.0,-4.302279806418394,4.302279806418394
-10.0,-5.172413793103448,-4.482758620689655,0.5267215432573428,-4.21377234605874,3.687050802801399
-10.0,-5.172413793103448,-3.7931034482758617,0.8921697485311914,-4.01476386839036,3.122594119859168
-10.0,-5.172413793103448,-3.1034482758620685,1.1287001452280716,-3.7623338174269043,2.633633672198833
-10.0,-5.172413793103448,-2.4137931034482754,1.2703801307379547,-3.4935453595293744,2.223165228791421
-10.0,-5.172413793103448,-1.7241379310344822,1.3456583477501753,-3.2295800346004198,1.8839216868502453
-10.0,-5.172413793103448,-1.034482758620689,1.3759037603731588,-2.981124814141843,1.6052210537686848
-10.0,-5.172413793103448,-0.3448275862068959,1.376309889658506,-2.7526197793170115,1.3763098896585055
-10.0,-5.172413793103448,0.34482758620689724,1.3573638884050998,-2.5450572907595626,1.1876934023544623
-10.0,-5.172413793103448,1.0344827586206904,1.3261876993029664,-2.357667020983052,1.0314793216800848
-10.0,-5.172413793103448,1.7241379310344835,1.2875732906219997,-2.188874594057399,0.9013013034353994
-10.0,-5.172413793103448,2.4137931034482767,1.244725136549258,-2.036822950716967,0.7920978141677094
-10.0,-5.172413793103448,3.10344827586207,1.1997740446500886,-1.899642237362641,0.6998681927125519
-10.0,-5.172413793103448,3.793103448275863,1.1541266687249487,-1.7755794903460753,0.6214528216211263
-10.0,-5.172413793103448,4.482758620689657,1.1087015170658565,-1.6630522755987849,0.5543507585329281
-10.0,-5.172413793103448,5.172413793103449,1.0640880245416096,-1.560662435994361,0.4965744114527511
-10.0,-5.172413793103448,5.862068965517242,1.0206538902869067,-1.4671899672874282,0.44653607700052156
-10.0,-5.172413793103448,6.551724137931036,0.978617690493461,-1.3815779159907688,0.40296022549730753
-10.0,-5.172413793103448,7.241379310344829,0.9380981428877094,-1.302914087344041,0.36481594445633136
-10.0,-5.172413793103448,7.931034482758622,0.8991476138647551,-1.2304125242359805,0.33126491037122546
-10.0,-5.172413793103448,8.620689655172415,0.8617749412838122,-1.1633961707331464,0.3016212294493343
-10.0,-5.172413793103448,9.310344827586208,0.8259609766205348,-1.101281302160713,0.27532032554017827
-10.0,-5.172413793103448,10.0,0.7916691424819322,-1.0435638696352743,0.25189472715334205
-10.0,-4.482758620689655,-10.0,-3.3910316013287574,0.0,3.3910316013287574
-10.0,-4.482758620689655,-9.310344827586206,-3.441516414357863,-0.4916452020511236,3.9331616164089866
-10.0,-4.482758620689655,-8.620689655172413,-3.3158488575916873,-1.1052829525305634,4.421131810122251
-10.0,-4.482758620689655,-7.931034482758621,-2.9868435520247423,-1.7921061312148456,4.77894968323959
-10.0,-4.482758620689655,-7.241379310344827,-2.4701484845249624,-2.4701484845249624,4.940296969049925
-10.0,-4.482758620689655,-6.551724137931034,-1.8289880575899906,-3.048313429316653,4.877301486906644
-10.0,-4.482758620689655,-5.862068965517241,-1.1535473001141272,-3.46064190034238,4.614189200456508
-10.0,-4.482758620689655,-5.172413793103448,-0.5267215432573429,-3.6870508028013997,4.213772346058741
-10.0,-4.482758620689655,-4.482758620689655,0.0,-3.748394443293217,3.748394443293217
-10.0,-4.482758620689655,-3.7931034482758617,0.40960067755396795,-3.6864060979857114,3.276805420431744
-10.0,-4.482758620689655,-3.1034482758620685,0.7089753779622606,-3.5448768898113037,2.8359015118490425
-10.0,-4.482758620689655,-2.4137931034482754,0.9162351846416183,-3.359529010352601,2.4432938257109824
-10.0,-4.482758620689655,-1.7241379310344822,1.0518394186731492,-3.1555182560194477,2.1036788373462985
-10.0,-4.482758620689655,-1.034482758620689,1.1341614345502309,-2.9488197298306007,1.8146582952803696
-10.0,-4.482758620689655,-0.3448275862068959,1.1780153082703928,-2.7487023859642488,1.570687077693857
-10.0,-4.482758620689655,0.34482758620689724,1.1946651401701067,-2.5599967289359435,1.3653315887658366
-10.0,-4.482758620689655,1.0344827586206904,1.1923927033855601,-2.3847854067711203,1.1923927033855601
-10.0,-4.482758620689655,1.7241379310344835,1.1771689933676528,-2.223541431916677,1.0463724385490247
-10.0,-4.482758620689655,2.4137931034482767,1.153249951053633,-2.075849911896539,0.9225999608429061
-10.0,-4.482758620689655,3.10344827586207,1.1236484709925216,-1.940847358987083,0.8171988879945613
-10.0,-4.482758620689655,3.793103448275863,1.0904881068471544,-1.8174801780785907,0.7269920712314363
-10.0,-4.482758620689655,4.482758620689657,1.0552603712585424,-1.7046513689561062,0.6493909976975645
-10.0,-4.482758620689655,5.172413793103449,1.019008956299212,-1.6012997884701905,0.5822908321709784
-10.0,-4.482758620689655,5.862068965517242,0.9824605797823327,-1.5064395556662438,0.5239789758839107
-10.0,-4.482758620689655,6.551724137931036,0.9461176101592406,-1.4191764152388608,0.47305880507962017
-10.0,-4.482758620689655,7.241379310344829,0.9103235924520922,-1.3387111653707238,0.4283875729186316
-10.0,-4.482758620689655,7.931034482758622,0.8753096417736093,-1.2643361492285463,0.3890265074549374
-10.0,-4.482758620689655,8.620689655172415,0.8412273387933326,-1.1954283235484198,0.35420098475508743
-10.0,-4.482758620689655,9.310344827586208,0.8081720893943146,-1.1314409251520408,0.3232688357577258
-10.0,-4.482758620689655,10.0,0.7761997309736125,-1.0718948665826078,0.29569513560899524
-10.0,-3.7931034482758617,-10.0,-2.9911320074601244,0.0,2.9911320074601244
-10.0,-3.7931034482758617,-9.310344827586206,-3.0409676527166276,-0.3801209565895788,3.421088609306206
-10.0,-3.7931034482758617,-8.620689655172413,-2.970491739191342,-0.8487119254832414,3.8192036646745833
-10.0,-3.7931034482758617,-7.931034482758621,-2.7587955939034754,-1.3793977969517373,4.138193390855213
-10.0,-3.7931034482758617,-7.241379310344827,-2.4068832223857246,-1.92550657790858,4.332389800294305
-10.0,-3.7931034482758617,-6.551724137931034,-1.9434179860548908,-2.4292724825686145,4.372690468623507
-10.0,-3.7931034482758617,-5.862068965517241,-1.4193064374207662,-2.838612874841532,4.257919312262298
-10.0,-3.7931034482758617,-5.172413793103448,-0.8921697485311914,-3.122594119859168,4.01476386839036
-10.0,-3.7931034482758617,-4.482758620689655,-0.40960067755396795,-3.276805420431744,3.6864060979857114
-10.0,-3.7931034482758617,-3.7931034482758617,0.0,-3.317710217332728,3.317710217332728
-10.0,-3.7931034482758617,-3.1034482758620685,0.3271985818968143,-3.271985818968142,2.9447872370713286
-10.0,-3.7931034482758617,-2.4137931034482754,0.5758651185600406,-3.1672581520802248,2.591393033520183
-10.0,-3.7931034482758617,-1.7241379310344822,0.7567253988500919,-3.0269015954003677,2.2701761965502762
-10.0,-3.7931034482758617,-1.034482758620689,0.8825843462028146,-2.8683991251591485,1.9858147789563334
-10.0,-3.7931034482758617,-0.3448275862068959,0.9656190159141473,-2.7037332445596136,1.7381142286454656
-10.0,-3.7931034482758617,0.34482758620689724,1.0162180778048742,-2.5405451945121853,1.5243271167073118
-10.0,-3.7931034482758617,1.0344827586206904,1.042720825114294,-2.38336188597553,1.3406410608612356
